Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
10096,23,3.0,76.95089744947863,44.03712006031864,0.0,16,17.0,2017,0.075778755,B,B,6,1437,3,,0,2,B
12174,62,1.0,44.9548797184879,,0.0,8,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
6315,56,2.0,54.09924103188872,36.60127623136879,9.0,14,17.0,1988,0.0,B,B,23,5067,4,,2,6,B
3874,23,1.0,41.93838908662363,,1.0,2,1.0,1977,0.014072961,B,B,2,475,0,,0,0,B
11869,30,1.0,44.88140334938303,,1.0,17,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
15438,66,2.0,83.50751632815785,54.93032631735712,11.0,2,24.0,2012,0.111627393,B,B,50,12238,8,1970.0,2,3,B
8996,24,2.0,68.85508603711241,38.4875963343976,9.0,10,13.0,2008,0.111627393,B,B,50,12238,8,1970.0,2,3,B
10147,58,2.0,65.30982969009679,,1.0,15,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
5895,130,2.0,45.83818962408642,30.160033878213376,5.0,6,9.0,1965,0.21843974,B,B,21,4472,6,1450.0,4,7,A
16562,6,1.0,49.07354847764736,,1.0,14,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
7666,27,2.0,64.91573160467554,32.89483352018678,12.0,9,25.0,2014,0.017647053,B,B,2,469,0,,0,0,B
14603,27,2.0,63.59687995090474,33.92625728503763,12.0,12,17.0,2014,0.017647053,B,B,2,469,0,,0,0,B
12039,121,1.0,34.8779376478962,20.30712687434253,5.0,5,5.0,1964,0.212515361,B,B,19,3293,16,628.0,3,7,B
10132,27,1.0,35.12068334678007,17.173668398981818,7.0,6,16.0,2006,0.041116354,B,B,53,14892,4,,1,4,B
15011,21,1.0,40.80137619115492,22.20765335292616,7.0,9,14.0,2009,0.034331497,B,B,25,5487,3,,0,4,B
5261,41,2.0,55.33220454843096,31.126473241910467,8.0,8,12.0,1983,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
13439,1,2.0,66.57283867991993,36.46762247929964,12.0,5,9.0,2018,0.007122317,B,B,1,264,0,,0,1,B
5841,94,1.0,36.044243226934256,18.497212999936256,6.0,2,9.0,1970,0.282797669,B,B,33,8667,2,,0,6,B
4798,74,2.0,87.14550131056505,86.48859108129221,1.0,8,17.0,2015,0.075778755,B,B,6,1437,3,,0,2,B
3135,6,1.0,39.08799621090749,42.37821419162579,1.0,6,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
14022,41,3.0,69.39118903405328,43.81353567283646,8.0,12,16.0,1981,0.127811589,B,B,28,7287,5,320.0,1,3,B
10239,21,3.0,77.95519679680163,46.980514010102645,10.0,9,22.0,2004,0.194489265,B,B,47,8004,3,125.0,3,5,B
14038,35,2.0,47.98156123517504,29.44275054713416,6.0,7,9.0,1969,0.089039719,B,B,33,7976,5,,0,11,B
2589,9,3.0,76.08138991918341,49.38794859036171,10.0,10,14.0,1995,0.161531741,B,B,25,5648,1,30.0,2,4,B
7624,119,3.0,79.30005531507634,46.81583715050121,10.0,2,9.0,2006,0.000995363,B,B,42,7651,1,,1,5,B
8138,62,1.0,42.52993378226856,19.3157133978528,11.0,10,14.0,2017,0.072157581,B,B,2,629,1,,0,0,A
6888,92,1.0,34.50939424443263,20.464974096706143,9.0,2,12.0,1968,0.460556389,B,B,20,4386,14,,1,5,B
16549,20,1.0,37.46004186941455,18.85084174297681,6.0,2,5.0,1959,0.019508796,B,B,37,7687,11,176.0,5,5,B
1632,53,2.0,51.4676440782621,33.592867289831446,7.0,4,9.0,1975,0.049637257,B,B,34,7759,0,229.0,1,3,B
9762,62,4.0,64.28324718283136,47.15675235427791,6.0,9,9.0,1974,0.002211665,B,B,39,7614,3,,1,5,A
16594,31,1.0,30.017127759426085,17.840798430270567,5.0,6,5.0,1977,0.151346216,B,A,32,5889,10,830.0,4,1,B
10519,6,2.0,73.61247420211862,,1.0,15,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
14841,23,2.0,59.85437389247196,58.352187801395424,1.0,2,17.0,1977,0.034656082,B,B,0,168,0,,0,0,B
10354,1,3.0,86.34142121816583,,1.0,22,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
16088,44,1.0,38.60736826997614,22.2474298052162,8.0,6,17.0,1985,0.036122292,B,B,24,4378,0,1036.0,1,1,B
5293,53,3.0,82.48133732380914,51.67247255181721,12.0,9,24.0,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B
14575,67,2.0,46.350558045736506,31.191641914119945,6.0,6,9.0,1974,0.100455735,B,B,43,7227,0,,1,6,A
4701,22,2.0,56.484305286038726,34.24566195095191,8.0,6,5.0,1962,0.118537385,B,B,30,6207,1,1183.0,1,0,B
1147,42,2.0,59.58398487987144,33.312448947726864,12.0,12,12.0,2005,0.158249043,B,B,21,5731,0,,1,0,B
12289,1,1.0,40.76442244592606,,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
12311,1,2.0,67.32750362234454,66.96463212929541,0.0,8,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
13203,1,3.0,87.01469721536465,86.01678358745838,0.0,8,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4469,22,2.0,42.88576525445829,29.406639968387665,5.0,4,5.0,1965,0.000995363,B,B,42,7651,1,,1,5,B
2289,92,2.0,56.493058626552006,31.59013170747517,10.0,10,14.0,1984,0.460556389,B,B,20,4386,14,,1,5,B
10313,1,2.0,65.28513335043107,,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1205,23,2.0,148.67193849508902,100.20165202175312,1.0,1,3.0,2013,0.014072961,B,B,2,475,0,,0,0,B
7726,41,2.0,46.13676803986528,29.229120059698825,5.0,2,9.0,1969,0.175054867,B,B,36,10055,3,,1,0,B
15541,90,3.0,75.59879808917076,47.424444753275175,10.0,5,14.0,2005,0.246031548,B,A,22,3151,4,2715.0,3,3,B
13268,45,2.0,59.69225357710455,,0.0,19,0.0,1977,0.195781053,B,B,23,5212,6,,3,2,B
713,20,2.0,41.20842185979395,20.52423997883241,6.0,12,12.0,1966,0.019508796,B,B,37,7687,11,176.0,5,5,B
2855,18,2.0,61.71855284835026,33.0401150131786,10.0,10,11.0,2000,0.0,B,B,30,5562,0,,0,5,A
15042,59,3.0,104.74520575224663,82.41822552613752,20.0,22,24.0,2017,0.019508796,B,B,37,7687,11,176.0,5,5,B
14698,12,2.0,57.91684635390581,36.58536454993417,9.0,12,12.0,1999,0.090799103,B,B,74,19083,2,,5,15,B
14582,13,1.0,39.04886700759961,18.410815788989385,10.0,10,14.0,2000,0.090799103,B,B,74,19083,2,,5,15,B
2852,62,1.0,47.76246794530182,,1.0,4,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
5120,17,3.0,78.57879069031894,51.8268759747539,10.0,8,16.0,1984,0.093442564,B,B,23,4635,5,3300.0,2,4,B
5322,1,1.0,41.32192373106805,21.826856874295736,7.0,18,17.0,2012,0.007122317,B,B,1,264,0,,0,1,B
4977,27,1.0,39.33905550213226,38.56890799489457,10.0,6,19.0,2017,0.211401214,B,B,9,1892,0,,0,1,B
3965,13,2.0,62.854074419497394,34.774752417300995,10.0,14,12.0,2003,0.090799103,B,B,74,19083,2,,5,15,B
14234,66,2.0,50.62447502071526,29.98727566941925,7.0,3,5.0,1953,0.161975568,B,A,31,7010,5,4508.0,3,7,B
7694,1,2.0,62.99098047655448,,1.0,13,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
10024,52,3.0,79.0937659320333,,1.0,12,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
15511,83,2.0,53.14307185514218,31.99379608977452,8.0,3,12.0,1975,0.100455735,B,B,43,7227,0,,1,6,A
13604,90,1.0,49.32791180166711,20.992250030400054,12.0,15,23.0,2008,0.246031548,B,A,22,3151,4,2715.0,3,3,B
9676,21,2.0,63.44506518443745,33.588369044777366,12.0,9,17.0,2005,0.034331497,B,B,25,5487,3,,0,4,B
1384,21,2.0,44.75458899466805,31.76699330174301,6.0,2,9.0,1974,0.194489265,B,B,47,8004,3,125.0,3,5,B
16106,116,1.0,57.985539065116434,26.349671738313152,12.0,13,14.0,2016,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
7185,50,2.0,39.57262702752751,26.557939777551702,5.0,7,9.0,1968,0.037316452,B,B,32,6748,93,562.0,4,10,B
14497,30,3.0,80.82081357532594,,10.0,3,3.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
11012,119,1.0,38.950427908256295,24.67570435287724,10.0,6,12.0,1968,0.000995363,B,B,42,7651,1,,1,5,B
11605,62,1.0,35.20415600722543,21.74216542030591,8.0,10,9.0,1975,0.002211665,B,B,39,7614,3,,1,5,A
11701,1,1.0,38.51489936224621,41.90588276833319,1.0,16,17.0,2017,0.007122317,B,B,1,264,0,,0,1,B
2973,21,2.0,50.97079768356844,32.82129900575722,8.0,6,12.0,1971,0.034331497,B,B,25,5487,3,,0,4,B
15281,1,1.0,41.54337023538872,,1.0,11,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2992,75,3.0,79.86673438153376,53.549418274088495,7.0,6,5.0,1954,0.122090347,B,B,29,6566,7,1894.0,4,0,B
14880,1,2.0,52.95181293404158,34.046361973200014,9.0,9,17.0,2016,0.007122317,B,B,1,264,0,,0,1,B
2593,39,2.0,54.80143486077885,31.989631612325592,8.0,7,14.0,1995,0.428825818,B,B,25,5011,8,730.0,0,2,B
12449,84,3.0,83.87592962527336,48.68227738335101,12.0,14,17.0,2011,0.149666373,B,B,22,4789,2,4087.0,4,1,B
4808,63,2.0,60.66933553146833,32.735027216595824,10.0,13,22.0,1987,0.23861713,B,B,26,3889,6,705.0,3,6,B
8893,13,3.0,86.01092354089154,53.3696193455076,8.0,8,14.0,1997,0.090799103,B,B,74,19083,2,,5,15,B
9226,46,3.0,55.46187011420916,42.326019634863,5.0,4,5.0,1964,0.188783766,B,B,31,6137,4,,0,1,B
6032,0,2.0,57.42591139979248,31.40404374579359,10.0,11,16.0,1984,0.319809354,B,B,25,4756,16,2857.0,5,8,B
3337,27,2.0,60.679725236261454,,1.0,6,12.0,1977,0.011654127,B,B,4,915,0,,0,0,B
1516,23,1.0,43.34810250080229,,1.0,6,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
8229,169,3.0,91.19151836904676,52.31352366997408,11.0,17,17.0,1998,0.178916796,B,B,18,3594,4,192.0,1,5,B
13541,46,2.0,47.69276494644659,28.21137241908949,6.0,4,9.0,1968,0.0,B,B,47,11319,0,1145.0,3,5,B
5889,58,3.0,66.15325282750884,47.79133521566546,9.0,2,12.0,1969,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B
9080,21,2.0,49.79360723558686,30.167621213652524,9.0,3,12.0,1969,0.194489265,B,B,47,8004,3,125.0,3,5,B
11691,6,1.0,51.03776723490424,,1.0,17,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
213,62,1.0,41.784655614643306,,0.0,11,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A
14276,128,3.0,81.74094383674156,51.205032683998105,8.0,15,14.0,1993,0.0,B,B,27,4798,0,30.0,2,8,B
1220,30,2.0,55.817056905827634,,1.0,2,1.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
467,9,2.0,45.92484007403464,2.907492578376484,1.0,10,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
10465,9,2.0,46.62851698664795,30.90471949592759,6.0,7,9.0,1977,0.13012277,B,B,8,1986,0,,0,0,B
1040,27,2.0,65.08889204329229,,1.0,10,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
16623,53,3.0,72.92347373140801,47.740865591899535,8.0,11,12.0,1982,0.049637257,B,B,34,7759,0,229.0,1,3,B
5617,25,3.0,109.5599042997087,56.9278183419672,13.0,4,25.0,2009,0.069753361,B,B,53,13670,4,,1,11,B
14792,48,3.0,76.43284706046755,49.8603155893296,10.0,12,16.0,1979,0.041124634,B,B,46,9515,5,,1,10,B
9821,6,3.0,86.23387955014734,46.04756752386423,9.0,12,17.0,2013,0.243204519,B,B,5,1564,0,540.0,0,0,B
14148,52,3.0,80.87626456404097,54.26771133012097,10.0,6,17.0,2009,0.371148999,B,B,34,7065,1,750.0,2,5,B
12245,23,2.0,67.03299413614081,1.1396665169341127,1.0,3,17.0,1977,0.034656082,B,B,0,168,0,,0,0,B
11358,119,1.0,30.331459646401,19.38667401988612,6.0,7,9.0,1969,0.000995363,B,B,42,7651,1,,1,5,B
16720,24,3.0,61.58837914185687,41.7417898868723,8.0,1,9.0,1977,0.111627393,B,B,50,12238,8,1970.0,2,3,B
6214,67,2.0,47.65600924049457,31.541554526938853,6.0,4,9.0,1977,0.100455735,B,B,43,7227,0,,1,6,A
4484,138,1.0,39.18535341312665,21.568960718546347,7.0,2,17.0,2002,0.195781053,B,B,23,5212,6,,3,2,B
3789,0,1.0,36.76515974558208,22.094905338746056,5.0,10,9.0,1964,0.319809354,B,B,25,4756,16,2857.0,5,8,B
2120,27,2.0,56.082736632110176,30.17952239359251,12.0,6,9.0,1999,0.041116354,B,B,53,14892,4,,1,4,B
13742,67,1.0,36.442378662490654,18.90774515877288,6.0,11,9.0,1975,0.0077202819999999,B,B,38,4788,2,,0,4,B
13611,1,2.0,52.71219525543546,,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
12936,129,2.0,63.99787708805319,37.12446314184622,7.0,6,5.0,1963,0.020741326,B,B,24,5613,5,1340.0,2,5,B
6701,124,3.0,102.55681684569672,55.719117659120286,14.0,15,21.0,2004,0.122090347,B,B,29,6566,7,1894.0,4,0,B
14891,70,2.0,54.00444299491119,34.15984204321288,8.0,3,14.0,1995,0.002211665,B,B,39,7614,3,,1,5,A
14154,92,1.0,40.93690634945908,21.21382406690117,7.0,14,17.0,2013,0.460556389,B,B,20,4386,14,,1,5,B
406,62,1.0,37.26658165803232,22.422547560926027,8.0,4,9.0,1976,0.002211665,B,B,39,7614,3,,1,5,A
12979,1,2.0,48.95202256724248,29.49181059520391,5.0,1,9.0,1970,0.007122317,B,B,1,264,0,,0,1,B
15801,79,1.0,34.172428815375646,20.29055797397321,5.0,4,5.0,1968,0.307466659,B,A,30,5048,9,325.0,2,5,B
11127,27,1.0,45.76959279505709,19.11004342693216,1.0,7,9.0,2017,0.017647053,B,B,2,469,0,,0,0,B
4154,126,1.0,44.99002686675775,23.29577280480101,8.0,6,14.0,1991,0.333891544,B,B,30,6564,1,,0,0,B
13669,6,1.0,38.11818907521872,,1.0,15,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15878,42,3.0,78.93725310450998,48.01078868942485,12.0,3,12.0,2005,0.158249043,B,B,21,5731,0,,1,0,B
1581,11,3.0,62.25714314927862,44.09429469105009,5.0,11,9.0,1972,0.0001696759999999,B,B,36,5992,0,,1,1,B
3266,11,3.0,60.80667325892329,45.16649086276214,5.0,9,9.0,1974,0.0001696759999999,B,B,36,5992,0,,1,1,B
8492,79,1.0,42.71997207714384,21.285196434992827,10.0,10,22.0,2000,0.050755569,B,B,24,5469,1,145.0,0,1,B
11938,168,2.0,60.52023711132944,37.576008378502,8.0,3,13.0,1958,0.341071945,B,B,27,5664,48,2300.0,3,11,B
4004,32,1.0,35.23521120908585,19.681227953733583,7.0,8,9.0,1972,0.135649789,B,B,46,7960,6,350.0,3,11,B
8942,23,2.0,55.46056063691723,51.52379682707278,1.0,4,17.0,2018,0.034656082,B,B,0,168,0,,0,0,B
8879,9,2.0,56.68757920806775,32.007745965516655,9.0,13,14.0,2010,0.13012277,B,B,8,1986,0,,0,0,B
8085,9,3.0,60.94625455788204,37.13461082903153,6.0,11,9.0,1976,0.13012277,B,B,8,1986,0,,0,0,B
16270,113,1.0,78.41087448615414,78.8146058887177,11.0,7,1.0,2018,0.050755569,B,B,24,5469,1,145.0,0,1,B
6423,33,2.0,46.403879969286365,,0.0,15,14.0,1977,0.236108458,B,B,16,3893,27,,3,10,B
4384,30,1.0,46.11956606229308,,1.0,5,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
6003,1,1.0,41.70324698482423,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
5482,157,2.0,48.18594321764037,33.156377439606096,7.0,9,8.0,1963,0.0,B,B,30,7538,87,4702.0,5,5,B
2724,18,1.0,39.042295340168906,20.841588059991828,9.0,8,25.0,2001,0.0,B,B,30,5562,0,,0,5,A
8274,12,2.0,44.39963131369807,29.365982203351766,6.0,6,9.0,1980,0.090799103,B,B,74,19083,2,,5,15,B
13237,144,2.0,51.72669151495197,30.54728665231804,8.0,2,14.0,1988,0.306977489,B,B,27,5148,14,1575.0,5,7,B
13822,144,2.0,56.58840120512153,33.14072024529634,7.0,3,5.0,1958,0.306977489,B,B,27,5148,14,1575.0,5,7,B
13759,109,1.0,40.117363791934814,21.391897654599497,10.0,5,22.0,1982,0.0,B,B,25,5027,4,46.0,1,1,B
14604,23,1.0,41.68138007298504,22.79616625309608,8.0,14,17.0,2015,0.075778755,B,B,6,1437,3,,0,2,B
12572,6,2.0,66.08270893514195,60.85166517233361,1.0,14,17.0,2014,0.243204519,B,B,5,1564,0,540.0,0,0,B
6241,23,1.0,37.71082273646513,1.3129076549923342,1.0,3,4.0,2016,0.034656082,B,B,0,168,0,,0,0,B
16090,6,3.0,77.8470569965379,2.9414369281509494,1.0,12,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6212,73,1.0,45.78748248199359,48.85618146229336,1.0,4,25.0,2017,0.042031587,B,B,37,6856,84,1940.0,2,5,B
4680,54,3.0,107.5584190480064,4.110708389409063,1.0,13,1.0,2016,0.006076152,B,B,30,5285,0,645.0,6,6,B
10937,52,3.0,83.28962252821081,,1.0,12,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
6309,27,1.0,35.414193241810864,16.366924598012922,9.0,3,12.0,1999,0.041116354,B,B,53,14892,4,,1,4,B
11221,121,3.0,69.3644462832945,43.777690509561616,7.0,11,12.0,1976,0.212515361,B,B,19,3293,16,628.0,3,7,B
2657,122,1.0,40.28958597008732,21.988628306147564,8.0,7,14.0,1996,0.033493708,B,B,66,10573,1,1322.0,3,8,B
1628,47,2.0,55.03843873276674,33.244611883922964,8.0,13,12.0,1978,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
81,47,2.0,56.92211600924482,30.73443216951549,8.0,13,16.0,1981,0.101872465,B,B,23,4583,3,,3,3,B
15814,140,2.0,68.62939442134447,45.41184251104821,6.0,4,5.0,1956,0.23861713,B,B,26,3889,6,705.0,3,6,B
5117,11,3.0,59.31147064599725,42.11685643623872,6.0,10,9.0,1977,0.0001696759999999,B,B,36,5992,0,,1,1,B
6567,114,2.0,63.938179832848775,39.87032734950608,9.0,8,9.0,1978,0.050272014,B,B,21,4231,14,1020.0,0,3,B
16769,7,1.0,40.54985193160224,20.41463683062172,8.0,5,17.0,1987,0.035145267,B,B,42,9292,3,2620.0,0,3,B
9830,72,2.0,42.70811046583046,26.00144614229284,6.0,12,14.0,1970,0.210473241,B,B,11,2398,2,1994.0,3,0,B
10113,113,1.0,36.38947026086212,19.952757919064503,6.0,11,9.0,1970,0.050755569,B,B,24,5469,1,145.0,0,1,B
6697,171,2.0,54.12851737357112,28.7160742663048,8.0,22,25.0,1998,0.019508796,B,B,37,7687,11,176.0,5,5,B
1462,8,1.0,39.18277210246964,17.134401951602527,8.0,7,17.0,2009,0.092290642,B,B,21,4346,2,165.0,1,2,B
11628,6,3.0,77.49673414720961,,12.0,11,9.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
7420,103,2.0,64.2630490902412,38.73611954802006,10.0,5,17.0,1996,0.151346216,B,A,32,5889,10,830.0,4,1,B
1418,41,2.0,54.56786243128815,34.64373715015468,8.0,10,12.0,1983,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
13247,61,3.0,84.29388905267966,47.33004606506872,11.0,10,17.0,2004,0.300322518,B,B,52,10311,6,,1,9,B
16670,77,3.0,67.41426349420189,40.55142112352244,8.0,5,16.0,1976,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
4331,94,1.0,34.090702645175426,20.37038687470417,6.0,7,9.0,1973,0.127375905,B,B,43,8429,3,,3,9,B
13657,56,3.0,77.52566947297314,46.88828660410392,10.0,12,17.0,1987,0.0,B,B,23,5067,4,,2,6,B
14790,63,3.0,77.36932002757626,45.01601777763567,11.0,6,18.0,2010,0.23861713,B,B,26,3889,6,705.0,3,6,B
1777,47,2.0,52.46646287801794,31.807666941315,8.0,5,12.0,1979,0.101872465,B,B,23,4583,3,,3,3,B
14684,62,3.0,90.83012159528386,91.6228281243682,0.0,2,17.0,2018,0.072157581,B,B,2,629,1,,0,0,A
14158,90,1.0,35.886884607050646,20.01997685679776,5.0,5,5.0,1963,0.265088676,B,B,37,5288,0,1937.0,3,2,B
3404,13,3.0,62.12908840412064,43.097441397545566,6.0,6,9.0,1983,0.090799103,B,B,74,19083,2,,5,15,B
9859,48,1.0,40.04461772789559,20.20844049069904,8.0,13,16.0,1989,0.041124634,B,B,46,9515,5,,1,10,B
7058,27,2.0,68.28538763097873,32.42083386038126,12.0,6,18.0,2015,0.072157581,B,B,2,629,1,,0,0,A
1515,23,1.0,43.81033540133632,,1.0,11,12.0,1977,0.034656082,B,B,0,168,0,,0,0,B
15556,75,1.0,33.98979780783235,22.339510590770235,5.0,9,9.0,1965,0.122090347,B,B,29,6566,7,1894.0,4,0,B
14615,120,2.0,57.84972546163474,34.84230410180419,9.0,14,17.0,1998,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
16538,17,3.0,124.60125002941253,,10.0,18,20.0,2016,0.093442564,B,B,23,4635,5,3300.0,2,4,B
12000,119,3.0,55.11246496145357,38.02741982999336,5.0,5,5.0,1964,0.000995363,B,B,42,7651,1,,1,5,B
1568,39,1.0,32.111638317714274,18.55007327353656,6.0,10,9.0,1972,0.428825818,B,B,25,5011,8,730.0,0,2,B
358,1,1.0,42.67083973315746,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
12138,44,2.0,44.701986500558185,31.915291575902405,5.0,4,5.0,1962,0.036122292,B,B,24,4378,0,1036.0,1,1,B
1710,152,1.0,34.51651049953455,22.34361419215869,5.0,3,9.0,1966,0.042031587,B,B,37,6856,84,1940.0,2,5,B
1922,27,1.0,50.99081314898957,,0.0,22,25.0,1977,0.072157581,B,B,2,629,1,,0,0,A
11796,7,1.0,32.08659275662956,16.173768147351154,7.0,4,4.0,1956,0.035145267,B,B,42,9292,3,2620.0,0,3,B
4587,1,1.0,45.68996417182003,,0.0,5,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
8162,27,3.0,46.29582106156396,,0.0,7,25.0,2016,0.072157581,B,B,2,629,1,,0,0,A
10497,1,1.0,39.80519921596576,,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
6921,1,2.0,66.81510408731756,,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4320,29,1.0,47.23584336383904,21.629795626972427,12.0,28,30.0,2015,0.069660344,B,B,31,6119,4,,1,2,B
7144,1,2.0,67.27760680674035,,1.0,10,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
7500,11,1.0,36.58154117862211,19.82830164645355,8.0,11,16.0,1983,0.038692987,B,B,28,6533,1,1015.0,2,5,B
8042,58,2.0,61.37436261040785,,0.0,3,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
10765,46,3.0,51.37330279770246,37.784362531619394,6.0,3,9.0,1969,0.0,B,B,47,11319,0,1145.0,3,5,B
4345,62,1.0,49.275154827595536,1.377284308972014,1.0,5,1.0,2020,0.072157581,B,B,2,629,1,,0,0,A
4777,94,1.0,41.20777444874016,20.932056415380163,8.0,12,12.0,1978,0.127375905,B,B,43,8429,3,,3,9,B
2356,85,3.0,62.92611260889215,38.19415706816279,6.0,10,9.0,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B
14138,27,2.0,54.71951549844467,,1.0,19,7.0,1977,0.011654127,B,B,4,915,0,,0,0,B
7433,2,1.0,37.611300611264895,21.866297135528978,8.0,6,5.0,1963,0.0,B,B,33,7425,1,,2,5,B
7587,23,2.0,48.750399780334746,49.45213657274567,1.0,9,12.0,1977,0.034656082,B,B,0,168,0,,0,0,B
3134,27,2.0,62.24596190119311,62.18428445082657,10.0,5,5.0,2016,0.072157581,B,B,2,629,1,,0,0,A
6678,62,2.0,56.56778147017543,31.05311126329844,11.0,13,16.0,1976,0.002211665,B,B,39,7614,3,,1,5,A
5720,27,2.0,66.57716253070629,,1.0,10,17.0,1977,0.017647053,B,B,2,469,0,,0,0,B
11988,11,3.0,61.79010834163435,42.77787821950916,6.0,4,9.0,1968,0.0001696759999999,B,B,36,5992,0,,1,1,B
13701,5,3.0,62.655535403016025,38.59981991917117,5.0,10,9.0,1974,0.150817539,B,B,16,3433,4,2643.0,4,5,B
2636,62,1.0,47.33889340444092,,1.0,13,18.0,1977,0.072157581,B,B,2,629,1,,0,0,A
10005,58,1.0,44.99512991661189,47.483236135812405,0.0,3,2.0,2019,0.43788524,B,B,23,5735,3,1084.0,0,5,B
4185,12,3.0,80.07673265846425,47.160436015734064,10.0,20,22.0,1989,0.090799103,B,B,74,19083,2,,5,15,B
5827,94,2.0,57.53558725309011,,1.0,10,10.0,1977,0.282797669,B,B,33,8667,2,,0,6,B
15198,9,2.0,60.39209587710975,,1.0,9,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
559,25,2.0,52.24801300255672,33.72937442593381,7.0,6,17.0,1993,0.069753361,B,B,53,13670,4,,1,11,B
3076,27,1.0,41.02403084281981,18.786663584890867,7.0,13,16.0,2014,0.211401214,B,B,9,1892,0,,0,1,B
9408,103,3.0,65.84594972571115,45.96138072577438,9.0,9,12.0,1965,0.014423114,B,B,19,3806,4,,0,3,B
9511,63,1.0,51.45604231584103,51.38526199825112,1.0,12,10.0,2017,0.23861713,B,B,26,3889,6,705.0,3,6,B
3856,13,2.0,55.83274983727722,35.96711115959409,9.0,19,17.0,1999,0.090799103,B,B,74,19083,2,,5,15,B
7479,165,1.0,37.309324786953184,21.376518198159133,5.0,6,9.0,1968,0.020741326,B,B,24,5613,5,1340.0,2,5,B
11470,80,2.0,45.56528397951235,30.698979726254983,5.0,7,9.0,1979,0.0,B,B,39,8647,0,810.0,0,5,B
12098,9,3.0,79.35225562313792,,1.0,9,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
15426,25,2.0,57.44238971320161,35.04641193596355,9.0,14,14.0,1994,0.069753361,B,B,53,13670,4,,1,11,B
5664,129,2.0,49.552474705880925,31.716817017647728,5.0,6,5.0,1963,0.020741326,B,B,24,5613,5,1340.0,2,5,B
1600,80,1.0,42.13059847077474,21.412907590655784,8.0,13,12.0,1980,0.0,B,B,39,8647,0,810.0,0,5,B
13383,9,1.0,38.697608818943365,22.869349335334626,12.0,22,22.0,1981,0.136244425,B,B,11,2370,0,,0,1,B
14706,62,3.0,69.40829277177127,66.10630164901704,11.0,7,12.0,1975,0.002211665,B,B,39,7614,3,,1,5,A
10794,99,3.0,62.8416005822157,48.64591868588667,6.0,5,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
5178,105,1.0,38.72314213600317,21.5057076933143,9.0,1,5.0,1963,0.040242764,B,B,25,3478,11,2729.0,3,1,B
